USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
oicnanev    2903  0.0  0.0 309772  6080 ?        Ssl  Oct02   0:00 /usr/libexec/gvfs-goa-volume-monitor
oicnanev    2912  0.0  0.0 546756 23680 ?        Sl   Oct02   0:00 /usr/libexec/goa-daemon
oicnanev    2924  0.0  0.0 389128  8640 ?        Sl   Oct02   0:02 /usr/libexec/goa-identity-service
oicnanev    2931  0.0  0.0 309920  6560 ?        Ssl  Oct02   0:00 /usr/libexec/gvfs-mtp-volume-monitor
oicnanev    2946  0.0  0.0  49064  8160 ?        Ss   Oct02   0:00 /usr/libexec/bluetooth/obexd
oicnanev    2965  0.0  0.1 711664 47536 ?        Sl   Oct02   0:55 /usr/bin/budgie-daemon
oicnanev    2968  0.0  0.0 450868 25932 ?        Sl   Oct02   0:00 /usr/libexec/budgie-desktop/budgie-polkit-dialog
oicnanev    2982  0.0  0.0 599764 32352 ?        Sl   Oct02   0:55 /usr/lib/budgie-desktop/plugins/budgie-showtime/showtime_desktop b6cf45bc-2252-11ef-802c-80e82ce25de7
oicnanev    2987  0.0  0.1 471764 44480 ?        Sl   Oct02   0:00 /usr/bin/python3 /usr/lib/budgie-desktop/plugins/budgie-dropby/dropover b6cf45be-2252-11ef-802c-80e82ce25de7
oicnanev    3011  0.0  0.1 521172 41796 ?        Sl   Oct02   0:05 /usr/bin/gnome-screensaver
oicnanev    3019  0.0  0.0 305492  7840 ?        Sl   Oct02   0:00 /usr/libexec/gsd-disk-utility-notify
oicnanev    3022  0.0  0.0 450540 25920 ?        Sl   Oct02   0:48 /usr/lib/budgie-window-shuffler/dragsnap
oicnanev    3027  0.0  0.0 453548 27968 ?        Sl   Oct02   1:30 /usr/lib/budgie-window-shuffler/windowshufflerdaemon
oicnanev    3038  0.0  0.0 328336 11520 ?        Sl   Oct02   0:00 /usr/libexec/ayatana-indicator-application/ayatana-indicator-application-service
oicnanev    3040  0.0  0.0 525276 26228 ?        Sl   Oct02   0:03 /usr/bin/update-notifier
oicnanev    3049  0.0  0.1 615572 45656 ?        Sl   Oct02   1:02 /usr/bin/plank
oicnanev    3062  0.0  0.0 450832 24480 ?        Sl   Oct02   0:00 /usr/bin/org.buddiesofbudgie.sendto -d
oicnanev    3066  0.0  0.1 545016 40164 ?        Sl   Oct02   0:00 /usr/bin/nm-applet --indicator
oicnanev    3073  0.0  0.0 449920 24764 ?        Sl   Oct02   0:00 /usr/bin/budgie-extras-daemon
oicnanev    3082  0.0  0.0 450760 25792 ?        Sl   Oct02   0:00 /usr/libexec/budgie-desktop/budgie-power-dialog
oicnanev    3181  0.0  0.0 452324 30080 ?        Ssl  Oct02   0:52 /usr/lib/x86_64-linux-gnu/bamf/bamfdaemon
oicnanev    3359  1.7  0.2 2273052 96824 ?       Sl   Oct02  30:28 /usr/bin/tilix --gapplication-service
oicnanev    3366  0.0  0.0  11400  5120 pts/0    Ss+  Oct02   0:00 /bin/bash
oicnanev    3380  0.0  0.0   8432  5920 ?        S    Oct02   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
oicnanev    3389  0.0  0.0  18764  9276 pts/0    S+   Oct02   0:00 ssh -x -a -oClearAllForwardings=yes -2 sdato@192.168.1.252 -s sftp
oicnanev    3402  0.0  0.0 304056  1920 ?        Ssl  Oct02   0:00 sshfs -o sshfs_sync -v sdato@192.168.1.252: /home/oicnanev/RemoteServers/sdatosrv01
oicnanev    3410  0.0  0.0  18764  8960 pts/0    S+   Oct02   0:00 ssh -x -a -oClearAllForwardings=yes -2 oicnanev@192.168.1.27 -s sftp
oicnanev    3421  0.0  0.0 304052  1920 ?        Ssl  Oct02   0:00 sshfs -o sshfs_sync -v oicnanev@192.168.1.27: /home/oicnanev/RemoteServers/gcdev
oicnanev    3441  0.0  0.0  11268  5120 pts/1    Ss   Oct02   0:00 /bin/bash
oicnanev    3458  1.0  0.0 342040 25592 pts/1    Sl+  Oct02  17:33 btop
oicnanev    4909  0.0  0.0  11532  5280 pts/2    Ss   Oct02   0:00 /bin/bash
oicnanev    4965  0.0  0.0 554160 14104 ?        Ssl  Oct02   0:01 /usr/libexec/xdg-desktop-portal
oicnanev    4970  0.0  0.1 894092 46008 ?        Ssl  Oct02   0:04 /usr/libexec/xdg-desktop-portal-gtk
oicnanev    5174  3.6  2.6 34772252 877328 ?     SLl  Oct02  62:23 /opt/microsoft/msedge/msedge
oicnanev    5180  0.0  0.0   8428  1760 ?        S    Oct02   0:00 cat
oicnanev    5181  0.0  0.0   8428  1760 ?        S    Oct02   0:00 cat
oicnanev    5183  0.0  0.0 33577648 4000 ?       Sl   Oct02   0:00 /opt/microsoft/msedge/msedge_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/oicnanev/.config/microsoft-edge/Crash Reports --metrics-dir=/home/oicnanev/.config/microsoft-edge --annotation=IsOfficialBuild=1 --annotation=exe=msedge --annotation=lsb-release=Ubuntu 24.04.1 LTS --annotation=plat=Linux --annotation=prod=Microsoft_Edge_Linux --annotation=ver=129.0.2792.65 --initial-client-fd=5 --shared-client-connection
oicnanev    5185  0.0  0.0 33569420 3680 ?       Sl   Oct02   0:00 /opt/microsoft/msedge/msedge_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/oicnanev/.config/microsoft-edge/Crash Reports --annotation=IsOfficialBuild=1 --annotation=exe=msedge --annotation=lsb-release=Ubuntu 24.04.1 LTS --annotation=plat=Linux --annotation=prod=Microsoft_Edge_Linux --annotation=ver=129.0.2792.65 --initial-client-fd=4 --shared-client-connection
oicnanev    5191  0.0  0.2 34037468 68160 ?      S    Oct02   0:00 /opt/microsoft/msedge/msedge --type=zygote --no-zygote-sandbox --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
oicnanev    5192  0.0  0.2 34037456 68000 ?      S    Oct02   0:00 /opt/microsoft/msedge/msedge --type=zygote --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
oicnanev    5194  0.0  0.0 34037480 19344 ?      S    Oct02   0:26 /opt/microsoft/msedge/msedge --type=zygote --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
oicnanev    5228  2.7  1.0 34548580 347252 ?     Sl   Oct02  46:28 /opt/microsoft/msedge/msedge --type=gpu-process --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5231  0.9  0.4 34192868 138956 ?     Sl   Oct02  16:36 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5241  0.0  0.1 34312992 39856 ?      S    Oct02   0:00 /opt/microsoft/msedge/msedge --type=broker
oicnanev    5249  0.0  0.1 34108504 56804 ?      Sl   Oct02   0:10 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5274  0.0  0.4 1212083692 137100 ?   Sl   Oct02   0:09 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=273705777 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5275  0.0  0.3 1212082516 125856 ?   Sl   Oct02   0:26 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=273708096 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5291  0.0  0.3 1212074960 127800 ?   Sl   Oct02   0:06 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=273731323 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5309  0.3  0.6 1212167804 202476 ?   Sl   Oct02   5:44 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=273742569 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5353  0.1  0.5 1213786612 171196 ?   Sl   Oct02   2:12 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=274819611 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5392  0.0  0.7 1213831036 251124 ?   Sl   Oct02   0:42 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=126 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=275426844 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5403  0.4  1.5 1245117440 494480 ?   Sl   Oct02   8:35 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=43 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=275547339 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5709  0.0  0.5 1212151616 188936 ?   Sl   Oct02   0:35 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=106 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=298927147 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5804  0.0  0.5 1212151488 184748 ?   Sl   Oct02   0:14 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=108 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=302235221 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    5828  0.0  0.5 1212176488 177152 ?   Sl   Oct02   0:25 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=149 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=302433724 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6078  3.7  0.5 1212159460 168704 ?   Sl   Oct02  64:59 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --init-isolate-as-foreground --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=151 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=303074428 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6221  0.0  0.4 1212118060 140812 ?   Sl   Oct02   0:05 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=309721161 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6245  0.0  0.8 1212165316 269144 ?   Sl   Oct02   0:28 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=41 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=311010602 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6469  0.0  0.9 1212170004 308456 ?   Sl   Oct02   0:58 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=35 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=316225345 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6532  0.0  0.2 34111088 79484 ?      Sl   Oct02   0:11 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6545  0.0  0.8 1212178196 284056 ?   Sl   Oct02   0:51 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=34 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=318302655 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6962  0.0  0.5 1212151384 176152 ?   Sl   Oct02   0:08 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=53 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=329333659 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    6974  0.0  1.1 1215492276 364288 ?   Sl   Oct02   1:20 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=200 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=329668607 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    7944  0.3  1.1 1213902056 383792 ?   Sl   Oct02   6:49 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=238 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=416323096 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    8603  0.0  0.6 1213799492 205724 ?   Sl   Oct02   0:18 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=112 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=547706864 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev    9197  0.0  0.0  11508  5280 pts/3    Ss+  Oct02   0:00 /bin/bash
oicnanev    9233  0.0  0.0 535712  8480 ?        Sl   Oct02   0:00 /usr/libexec/gvfsd-trash --spawner :1.17 /org/gtk/gvfs/exec_spaw/0
oicnanev    9251  0.0  0.0 462436  8480 ?        Sl   Oct02   0:00 /usr/libexec/gvfsd-network --spawner :1.17 /org/gtk/gvfs/exec_spaw/1
oicnanev    9272  0.0  0.0 390548  8320 ?        Sl   Oct02   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.17 /org/gtk/gvfs/exec_spaw/3
oicnanev   10828  0.0  0.3 1212082588 114564 ?   Sl   Oct02   0:05 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=114 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=782937032 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   10858  0.0  0.2 1211962060 76592 ?    Sl   Oct02   0:00 /opt/microsoft/msedge/msedge --type=ppapi --lang=en-US --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   11052  0.0  0.5 1212151328 170300 ?   Sl   Oct02   0:14 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=118 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=786472743 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   13969  0.0  0.5 1212148916 189152 ?   Sl   Oct02   0:09 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=303 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=1205864584 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   14097  0.0  0.5 1212126568 181864 ?   Sl   Oct02   0:09 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=115 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=1235282766 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   18187  0.0  0.5 1212151064 179080 ?   Sl   Oct02   0:17 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=371 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=2057908040 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   18271  0.0  0.6 1213810116 197612 ?   Sl   Oct02   0:35 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --extension-process --renderer-sub-type=extension --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=372 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=2079945136 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root       18864  0.0  0.1 575872 43996 ?        Ssl  Oct02   0:06 /usr/libexec/fwupd/fwupd
oicnanev   19996  0.1  1.1 1212230504 364820 ?   Sl   Oct02   2:38 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=40 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=2429190572 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
root       23811  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-tls-s]
oicnanev   31524  0.1  0.7 1212162992 244888 ?   Sl   Oct02   2:05 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=612 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=5060602948 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   35507  0.0  0.1 34095764 57744 ?      Sl   Oct02   0:01 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=paint_preview.mojom.PaintPreviewCompositorCollection --lang=en-US --service-sandbox-type=print_compositor --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   37575  0.0  0.0 309876  6400 ?        Ssl  Oct02   0:00 /usr/libexec/flatpak-session-helper
oicnanev   37580  0.0  0.0   4436   812 ?        Ss   Oct02   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-37575 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
oicnanev   42556  0.2  0.9 1212167424 307584 ?   Sl   Oct02   4:16 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=818 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=7387326684 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   48592  0.0  0.1 34087568 46556 ?      Sl   Oct02   0:01 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=paint_preview.mojom.PaintPreviewCompositorCollection --lang=en-US --service-sandbox-type=print_compositor --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   48682  0.0  0.0 236372  6240 ?        Ssl  Oct02   0:00 /usr/libexec/gvfsd-metadata
oicnanev   86713  0.0  0.7 1212172072 258860 ?   Sl   Oct02   1:06 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1668 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=17344491406 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   90237  0.1  1.5 1215515364 505432 ?   Sl   Oct02   1:35 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=45 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=18166798261 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
oicnanev   90335  0.0  0.4 1212099292 161108 ?   Sl   Oct02   0:09 /opt/microsoft/msedge/msedge --type=renderer --string-annotations --crashpad-handler-pid=5183 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=en-US --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1730 --time-ticks-at-unix-epoch=-1727858499466032 --launch-time-ticks=18179676371 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9430884496718663751,3558938011481858835,262144 --variations-seed-version
